order_id,warehouse,destination,distance_km,vehicle_type,package_weight_kg,traffic_level,weather,number_of_stops,expected_time_hr,delivery_time_hr,transport_cost,delivery_delay_hr,delivery_status
10710,Jaipur,Kota,234.9,Van,18.6,Low,Cloudy,4,5.61,5.91,2872.67,0.3,On Time
10711,Kota,Udaipur,261.3,Truck,15.4,Medium,Clear,7,7.34,7.96,4574.29,0.62,On Time
10712,Kota,Delhi,452.5,Truck,27.6,High,Clear,6,11.6,13.35,7837.7,1.75,Delayed
10713,Delhi,Udaipur,122.0,Truck,7.2,Low,Clear,3,3.38,3.73,2148.6,0.35,On Time
10714,Ahmedabad,Jodhpur,129.9,Van,30.7,Medium,Clear,4,3.43,4.85,1633.48,1.42,Delayed
10715,Ahmedabad,Delhi,160.5,Truck,27.4,Low,Rain,8,5.17,5.74,2947.92,0.57,On Time
10716,Udaipur,Kota,340.2,Truck,23.1,Low,Clear,2,8.27,8.26,5843.45,-0.01,On Time
10717,Delhi,Ajmer,238.7,Truck,9.3,Medium,Cloudy,5,6.45,6.7,4124.76,0.25,On Time
10718,Delhi,Bhilwara,161.4,Truck,24.4,Medium,Rain,1,3.93,6.25,2796.59,2.32,Delayed
10719,Delhi,Jodhpur,425.4,Truck,32.0,Medium,Clear,3,10.43,10.24,7242.74,-0.19,On Time
10720,Delhi,Jodhpur,95.9,Truck,17.2,Medium,Clear,1,2.41,3.87,1693.62,1.46,Delayed
10721,Ahmedabad,Kota,157.3,Van,18.6,Medium,Hot,5,4.18,5.22,1969.49,1.04,Delayed
10722,Ahmedabad,Kota,212.0,Truck,9.7,Low,Rain,3,5.47,6.46,3682.87,0.99,Delayed
10723,Delhi,Jaipur,544.4,Truck,19.3,Low,Clear,8,14.1,14.03,9386.47,-0.07,On Time
10724,Udaipur,Jodhpur,159.8,Mini Truck,8.1,High,Rain,5,4.45,6.76,2296.46,2.31,Delayed
10725,Jaipur,Jaipur,303.9,Van,23.9,Low,Rain,4,7.05,8.11,3625.78,1.06,Delayed
10726,Jaipur,Jaipur,211.8,Van,20.8,Medium,Clear,7,5.67,5.63,2612.54,-0.04,On Time
10727,Udaipur,Bhilwara,117.1,Van,10.4,Low,Rain,4,3.16,3.67,1447.71,0.51,On Time
10728,Delhi,Jaipur,300.8,Van,26.0,Medium,Clear,8,7.71,8.03,3743.69,0.32,On Time
10729,Ahmedabad,Delhi,196.1,Truck,14.6,Medium,Clear,7,5.82,6.72,3422.05,0.9,Delayed
10730,Jaipur,Udaipur,172.0,Truck,16.8,Low,Hot,4,4.72,5.02,2981.67,0.3,On Time
10731,Kota,Ajmer,107.4,Mini Truck,16.3,Low,Rain,5,3.29,4.37,1645.19,1.08,Delayed
10732,Kota,Kota,239.6,Mini Truck,14.6,Medium,Clear,5,6.22,6.99,3462.09,0.77,Delayed
10733,Udaipur,Delhi,478.6,Van,10.4,Medium,Clear,5,10.87,12.05,5628.38,1.18,Delayed
10734,Delhi,Ajmer,163.9,Mini Truck,19.3,Low,Cloudy,1,3.82,3.59,2268.92,-0.23,On Time
10735,Jaipur,Jodhpur,122.7,Mini Truck,25.1,Medium,Cloudy,8,4.17,5.0,1960.35,0.83,Delayed
10736,Delhi,Jodhpur,87.7,Van,23.8,Low,Cloudy,5,2.73,3.33,1175.73,0.6,On Time
10737,Jaipur,Jodhpur,83.2,Van,7.4,High,Hot,4,2.45,4.66,1035.41,2.21,Delayed
10738,Udaipur,Delhi,214.7,Mini Truck,14.6,Medium,Rain,2,5.13,5.96,3046.26,0.83,Delayed
10739,Udaipur,Delhi,240.9,Truck,9.0,Low,Clear,8,7.04,6.58,4262.34,-0.46,On Time
10740,Kota,Kota,282.5,Mini Truck,17.6,Medium,Clear,5,7.18,7.84,4034.15,0.66,On Time
10741,Delhi,Udaipur,220.0,Mini Truck,5.4,Medium,Clear,2,5.25,5.84,3030.47,0.59,On Time
10742,Kota,Jaipur,253.6,Truck,5.5,Low,Cloudy,7,7.16,7.23,4440.8,0.07,On Time
10743,Delhi,Jodhpur,475.4,Truck,10.3,Medium,Cloudy,4,11.78,12.94,8143.06,1.16,Delayed
10744,Kota,Bhilwara,425.0,Van,31.6,Low,Clear,5,9.75,9.88,5117.02,0.13,On Time
10745,Ahmedabad,Udaipur,414.0,Van,16.8,Low,Clear,1,8.8,8.96,4876.22,0.16,On Time
10746,Ahmedabad,Bhilwara,381.6,Mini Truck,9.8,Low,Clear,1,8.66,8.96,5303.47,0.3,On Time
10747,Ahmedabad,Kota,321.5,Truck,20.7,Medium,Clear,7,8.74,9.92,5619.85,1.18,Delayed
10748,Ahmedabad,Kota,94.7,Van,18.4,Low,Clear,2,2.33,0.95,1162.17,-1.38,On Time
10749,Jaipur,Kota,204.8,Mini Truck,34.2,Medium,Clear,6,5.63,6.16,3040.3,0.53,On Time
10750,Ahmedabad,Ajmer,265.9,Truck,18.5,Medium,Clear,1,6.36,6.66,4494.82,0.3,On Time
10751,Udaipur,Bhilwara,141.7,Mini Truck,12.8,Medium,Clear,8,4.59,5.5,2133.14,0.91,Delayed
10752,Udaipur,Udaipur,517.8,Van,24.4,Medium,Cloudy,1,10.97,11.56,6081.73,0.59,On Time
10753,Jaipur,Udaipur,192.6,Van,7.4,High,Clear,1,4.19,5.72,2151.68,1.53,Delayed
10754,Ahmedabad,Delhi,89.8,Truck,13.5,Medium,Rain,4,2.81,4.69,1637.88,1.88,Delayed
10755,Ahmedabad,Delhi,186.4,Mini Truck,11.2,Medium,Cloudy,1,4.32,4.85,2603.73,0.53,On Time
10756,Ahmedabad,Jodhpur,286.0,Truck,8.6,Low,Cloudy,3,7.19,7.45,4851.68,0.26,On Time
10757,Kota,Delhi,141.7,Van,10.4,High,Cloudy,5,3.85,6.15,1783.0,2.3,Delayed
10758,Delhi,Kota,213.2,Van,12.6,Low,Clear,7,5.7,6.07,2653.35,0.37,On Time
10759,Kota,Udaipur,90.8,Mini Truck,18.0,Low,Clear,1,2.2,1.49,1305.81,-0.71,On Time
10760,Delhi,Bhilwara,180.9,Mini Truck,3.5,Medium,Hot,6,5.1,5.97,2651.32,0.87,Delayed
10761,Ahmedabad,Kota,231.9,Mini Truck,14.9,Low,Rain,8,6.59,7.55,3407.96,0.96,Delayed
10762,Ahmedabad,Ajmer,219.6,Truck,17.7,Low,Hot,6,6.19,6.74,3886.16,0.55,On Time
10763,Kota,Delhi,346.1,Mini Truck,26.3,Medium,Cloudy,1,7.87,8.56,4773.54,0.69,On Time
10764,Kota,Kota,132.9,Mini Truck,7.7,Medium,Clear,1,3.13,3.54,1853.96,0.41,On Time
10765,Delhi,Kota,277.3,Van,22.9,Medium,Clear,3,6.32,7.05,3365.23,0.73,On Time
10766,Udaipur,Ajmer,307.9,Van,10.3,High,Cloudy,1,6.59,7.7,3595.45,1.11,Delayed
10767,Delhi,Jaipur,156.1,Mini Truck,8.4,Low,Clear,1,3.65,4.14,2227.32,0.49,On Time
10768,Kota,Udaipur,141.2,Mini Truck,11.4,Low,Clear,5,4.04,4.88,2088.16,0.84,Delayed
10769,Kota,Bhilwara,519.9,Van,12.6,Medium,Rain,6,11.91,13.59,6226.92,1.68,Delayed
10770,Jaipur,Jodhpur,195.4,Mini Truck,8.2,Low,Clear,3,4.88,4.78,2715.53,-0.1,On Time
10771,Kota,Jaipur,284.2,Truck,32.5,Medium,Clear,6,7.69,8.81,4979.15,1.12,Delayed
10772,Jaipur,Delhi,290.7,Truck,15.8,Low,Rain,3,7.3,8.45,4985.58,1.15,Delayed
10773,Udaipur,Kota,102.8,Truck,27.5,Medium,Rain,6,3.47,4.85,1946.26,1.38,Delayed
10774,Delhi,Ajmer,256.4,Mini Truck,18.4,Medium,Clear,1,5.88,6.56,3540.17,0.68,On Time
10775,Delhi,Ajmer,249.5,Van,44.3,Medium,Rain,6,6.28,7.51,3063.78,1.23,Delayed
10776,Jaipur,Udaipur,521.5,Mini Truck,31.4,Medium,Rain,6,12.67,14.24,7339.07,1.57,Delayed
10777,Delhi,Jaipur,249.4,Mini Truck,12.2,Medium,Clear,3,6.08,6.91,3486.76,0.83,Delayed
10778,Kota,Jodhpur,339.3,Van,10.5,Low,Clear,7,8.33,7.98,4081.64,-0.35,On Time
10779,Ahmedabad,Udaipur,346.6,Van,20.0,Low,Clear,2,7.58,7.1,4070.98,-0.48,On Time
10780,Jaipur,Kota,198.8,Van,19.3,Low,Clear,3,4.68,4.08,2412.8,-0.6,On Time
10781,Delhi,Udaipur,600.0,Truck,13.6,Medium,Clear,3,14.49,15.38,10140.95,0.89,Delayed
10782,Jaipur,Bhilwara,151.4,Mini Truck,39.3,Medium,Hot,3,3.9,4.89,2220.13,0.99,Delayed
10783,Jaipur,Ajmer,90.2,Van,35.4,Medium,Rain,4,2.6,4.06,1185.77,1.46,Delayed
10784,Ahmedabad,Ajmer,176.9,Mini Truck,17.2,Low,Rain,7,5.19,6.2,2588.64,1.01,Delayed
10785,Kota,Delhi,81.9,Truck,33.0,Medium,Hot,4,2.62,3.21,1555.5,0.59,On Time
10786,Jaipur,Delhi,156.8,Truck,10.8,High,Rain,4,4.37,6.19,2770.96,1.82,Delayed
10787,Delhi,Jodhpur,230.5,Van,20.0,Low,Clear,3,5.34,5.45,2765.56,0.11,On Time
10788,Udaipur,Kota,262.5,Van,15.1,Low,Clear,2,5.83,5.05,3145.99,-0.78,On Time
10789,Jaipur,Bhilwara,187.4,Mini Truck,12.2,Low,Cloudy,3,4.7,4.68,2619.25,-0.02,On Time
10790,Jaipur,Jaipur,156.0,Van,7.6,Medium,Clear,1,3.43,5.24,1788.84,1.81,Delayed
10791,Ahmedabad,Udaipur,175.6,Mini Truck,22.3,Medium,Clear,2,4.26,4.35,2447.69,0.09,On Time
10792,Kota,Jodhpur,304.1,Van,7.3,Low,Cloudy,4,7.06,6.97,3580.24,-0.09,On Time
10793,Udaipur,Kota,127.8,Mini Truck,23.9,Medium,Hot,8,4.28,4.32,1931.88,0.04,On Time
10794,Delhi,Delhi,156.4,Mini Truck,15.0,Low,Clear,6,4.56,4.45,2373.6,-0.11,On Time
10795,Udaipur,Udaipur,273.2,Mini Truck,52.6,Medium,Rain,6,7.15,9.53,3933.16,2.38,Delayed
10796,Delhi,Delhi,242.4,Mini Truck,22.8,Medium,Clear,7,6.65,7.56,3550.29,0.91,Delayed
10797,Kota,Udaipur,87.8,Truck,19.8,Medium,Cloudy,8,3.48,4.0,1697.68,0.52,On Time
10798,Delhi,Jaipur,387.9,Mini Truck,19.6,Low,Clear,5,9.52,10.5,5459.74,0.98,Delayed
10799,Ahmedabad,Kota,178.1,Van,5.3,High,Rain,7,4.97,6.49,2192.07,1.52,Delayed
10800,Ahmedabad,Udaipur,120.0,Truck,3.8,Medium,Clear,2,3.15,4.05,2080.51,0.9,Delayed
10801,Ahmedabad,Bhilwara,105.2,Truck,12.7,Low,Cloudy,4,3.17,3.3,1853.85,0.13,On Time
10802,Ahmedabad,Jodhpur,390.8,Mini Truck,18.0,Low,Clear,2,9.04,8.93,5453.92,-0.11,On Time
10803,Udaipur,Ajmer,65.7,Truck,29.5,Medium,Clear,2,1.89,2.95,1253.75,1.06,Delayed
10804,Kota,Bhilwara,285.6,Mini Truck,11.4,High,Clear,6,7.43,8.4,4053.08,0.97,Delayed
10805,Delhi,Bhilwara,352.7,Van,60.0,High,Clear,3,7.89,9.53,4281.26,1.64,Delayed
10806,Delhi,Jodhpur,186.0,Mini Truck,9.4,Medium,Clear,1,4.31,5.09,2598.61,0.78,Delayed
10807,Ahmedabad,Ajmer,495.0,Truck,13.4,High,Clear,5,12.41,13.52,8471.52,1.11,Delayed
10808,Ahmedabad,Bhilwara,131.8,Van,15.7,Low,Cloudy,4,3.47,4.45,1683.82,0.98,Delayed
10809,Jaipur,Udaipur,302.9,Mini Truck,15.6,Low,Cloudy,2,7.09,7.11,4250.88,0.02,On Time
10810,Kota,Udaipur,244.0,Van,7.7,High,Clear,5,5.98,7.42,2945.67,1.44,Delayed
10811,Udaipur,Udaipur,528.8,Van,20.3,Medium,Cloudy,2,11.38,11.72,6183.66,0.34,On Time
10812,Delhi,Ajmer,197.5,Truck,17.3,Medium,Clear,8,6.03,6.66,3563.93,0.63,On Time
10813,Jaipur,Bhilwara,286.7,Van,22.0,Medium,Clear,6,7.05,8.8,3490.71,1.75,Delayed
10814,Jaipur,Ajmer,243.2,Truck,3.9,High,Clear,1,5.84,7.23,4121.1,1.39,Delayed
10815,Delhi,Udaipur,95.2,Van,17.7,Medium,Cloudy,6,3.06,4.09,1292.6,1.03,Delayed
10816,Udaipur,Jodhpur,212.6,Mini Truck,3.0,High,Clear,5,5.62,7.55,3053.33,1.93,Delayed
10817,Jaipur,Bhilwara,165.8,Van,14.1,Medium,Hot,4,4.17,5.09,2045.96,0.92,Delayed
10818,Jaipur,Bhilwara,244.1,Mini Truck,19.9,Low,Clear,2,5.78,5.6,3403.17,-0.18,On Time
10819,Kota,Delhi,289.6,Mini Truck,24.6,High,Clear,1,6.62,8.33,4096.98,1.71,Delayed
10820,Udaipur,Delhi,443.4,Van,12.9,Low,Clear,8,10.68,10.57,5381.79,-0.11,On Time
10821,Jaipur,Jaipur,58.8,Mini Truck,11.0,High,Rain,6,2.39,4.54,925.39,2.15,Delayed
10822,Udaipur,Kota,230.1,Van,6.4,Medium,Cloudy,8,6.23,7.45,2817.1,1.22,Delayed
10823,Delhi,Delhi,109.5,Van,3.9,Medium,Cloudy,5,3.18,3.95,1356.57,0.77,Delayed
10824,Ahmedabad,Ajmer,305.0,Mini Truck,16.5,Medium,Hot,6,7.86,9.41,4364.55,1.55,Delayed
10825,Jaipur,Delhi,600.0,Mini Truck,2.4,Low,Hot,2,13.69,13.95,8303.99,0.26,On Time
10826,Kota,Jaipur,191.6,Truck,16.2,Low,Cloudy,2,4.82,4.33,3284.04,-0.49,On Time
10827,Delhi,Bhilwara,148.1,Mini Truck,7.4,High,Clear,8,4.73,4.69,2221.25,-0.04,On Time
10828,Udaipur,Jaipur,177.5,Truck,3.5,High,Rain,4,4.85,6.32,3052.06,1.47,Delayed
10829,Delhi,Bhilwara,110.3,Mini Truck,9.8,Low,Clear,1,2.63,1.88,1610.62,-0.75,On Time
10830,Jaipur,Jodhpur,48.5,Van,9.7,High,Cloudy,3,1.55,3.27,678.32,1.72,Delayed
10831,Udaipur,Jodhpur,263.5,Mini Truck,6.3,High,Cloudy,6,6.94,8.1,3715.03,1.16,Delayed
10832,Ahmedabad,Bhilwara,224.5,Van,12.8,Medium,Rain,2,5.04,5.65,2594.11,0.61,On Time
10833,Delhi,Kota,150.2,Van,17.3,Low,Clear,5,4.03,3.97,1922.65,-0.06,On Time
10834,Jaipur,Delhi,123.5,Van,8.3,High,Cloudy,6,3.65,4.76,1558.31,1.11,Delayed
10835,Kota,Ajmer,351.2,Truck,9.1,Medium,Hot,4,8.89,10.1,6039.5,1.21,Delayed
10836,Udaipur,Ajmer,424.4,Mini Truck,12.5,High,Clear,4,10.15,11.85,5921.34,1.7,Delayed
10837,Delhi,Udaipur,246.6,Van,18.8,High,Clear,2,5.5,7.24,2873.15,1.74,Delayed
10838,Delhi,Bhilwara,67.9,Van,23.3,High,Cloudy,2,1.77,2.22,855.93,0.45,On Time
10839,Ahmedabad,Ajmer,208.0,Truck,48.7,Medium,Hot,8,6.28,7.3,3774.88,1.02,Delayed
10840,Ahmedabad,Kota,273.7,Mini Truck,1.6,Low,Clear,2,6.44,6.39,3760.19,-0.05,On Time
10841,Kota,Bhilwara,195.7,Mini Truck,12.1,Low,Clear,8,5.79,5.24,2880.41,-0.55,On Time
10842,Kota,Kota,208.2,Truck,27.8,Low,Clear,7,6.1,5.14,3732.53,-0.96,On Time
10843,Jaipur,Ajmer,156.1,Truck,33.2,Low,Clear,3,4.17,4.12,2830.79,-0.05,On Time
10844,Jaipur,Ajmer,198.1,Mini Truck,34.1,Medium,Hot,2,4.76,6.24,2846.43,1.48,Delayed
10845,Kota,Udaipur,368.8,Truck,37.0,Medium,Cloudy,6,9.66,9.3,6468.83,-0.36,On Time
10846,Kota,Ajmer,254.4,Mini Truck,41.1,High,Cloudy,6,6.73,7.96,3686.51,1.23,Delayed
10847,Udaipur,Bhilwara,169.0,Mini Truck,16.4,Low,Clear,8,5.2,5.26,2562.99,0.06,On Time
10848,Ahmedabad,Jodhpur,196.0,Van,37.3,Medium,Rain,7,5.34,7.35,2493.98,2.01,Delayed
10849,Jaipur,Bhilwara,444.3,Van,6.7,Low,Clear,7,10.52,10.38,5269.65,-0.14,On Time
10850,Ahmedabad,Bhilwara,124.9,Mini Truck,14.1,Low,Clear,1,2.96,3.83,1727.15,0.87,Delayed
10851,Ahmedabad,Udaipur,157.0,Mini Truck,13.4,Low,Clear,5,4.39,3.58,2192.74,-0.81,On Time
10852,Kota,Udaipur,208.0,Mini Truck,10.9,Medium,Clear,2,4.98,4.77,2939.25,-0.21,On Time
10853,Udaipur,Ajmer,163.5,Mini Truck,7.0,Low,Clear,8,5.07,5.53,2379.42,0.46,On Time
10854,Delhi,Jaipur,433.1,Mini Truck,30.4,Medium,Clear,6,10.7,10.34,6166.06,-0.36,On Time
10855,Udaipur,Jaipur,373.5,Mini Truck,15.0,Low,Clear,7,9.56,9.77,5282.18,0.21,On Time
10856,Udaipur,Udaipur,205.5,Truck,15.7,High,Clear,6,5.86,7.23,3567.66,1.37,Delayed
10857,Ahmedabad,Ajmer,600.0,Mini Truck,7.1,High,Rain,6,14.41,16.3,8299.92,1.89,Delayed
10858,Udaipur,Jaipur,264.7,Truck,20.9,High,Clear,7,7.42,8.73,4657.79,1.31,Delayed
10859,Jaipur,Ajmer,478.4,Truck,31.2,High,Hot,3,11.67,12.89,8112.2,1.22,Delayed
10860,Ahmedabad,Ajmer,454.4,Mini Truck,19.7,High,Clear,7,11.36,12.72,6424.49,1.36,Delayed
10861,Jaipur,Ajmer,285.2,Mini Truck,8.0,High,Rain,7,7.6,9.91,4013.11,2.31,Delayed
10862,Delhi,Delhi,120.0,Truck,32.2,Medium,Rain,5,3.69,5.0,2177.42,1.31,Delayed
10863,Ahmedabad,Bhilwara,237.1,Truck,3.5,Low,Hot,8,6.95,6.99,4174.64,0.04,On Time
10864,Delhi,Ajmer,154.1,Mini Truck,23.7,Low,Rain,8,4.86,5.77,2352.71,0.91,Delayed
10865,Ahmedabad,Delhi,302.0,Mini Truck,7.9,Low,Clear,7,7.97,8.72,4323.18,0.75,On Time
10866,Kota,Udaipur,276.8,Truck,36.6,Medium,Clear,4,7.16,7.74,4780.35,0.58,On Time
10867,Udaipur,Jaipur,257.9,Truck,48.3,Medium,Clear,8,7.44,8.51,4613.84,1.07,Delayed
10868,Kota,Bhilwara,342.2,Truck,9.8,High,Clear,8,9.4,10.47,5986.73,1.07,Delayed
10869,Delhi,Jodhpur,270.5,Van,12.4,High,Clear,8,7.08,7.98,3319.25,0.9,Delayed
10870,Udaipur,Jaipur,218.9,Truck,22.1,Medium,Rain,7,6.35,8.05,3894.86,1.7,Delayed
10871,Ahmedabad,Bhilwara,114.9,Van,10.8,Medium,Cloudy,6,3.47,4.16,1490.7,0.69,On Time
10872,Udaipur,Jodhpur,162.3,Mini Truck,4.4,High,Cloudy,2,3.97,6.08,2315.5,2.11,Delayed
10873,Jaipur,Jaipur,130.2,Mini Truck,38.4,Low,Hot,6,3.97,4.87,1985.08,0.9,Delayed
10874,Udaipur,Bhilwara,353.3,Truck,11.3,Medium,Cloudy,5,9.12,10.3,6023.91,1.18,Delayed
10875,Jaipur,Jaipur,211.4,Mini Truck,19.6,Low,Cloudy,4,5.42,5.89,2986.77,0.47,On Time
10876,Udaipur,Jaipur,258.5,Mini Truck,9.5,Medium,Rain,7,7.0,6.96,3711.93,-0.04,On Time
10877,Jaipur,Jodhpur,176.9,Mini Truck,18.2,Low,Clear,3,4.47,4.67,2469.43,0.2,On Time
10878,Delhi,Jaipur,398.8,Mini Truck,17.9,High,Clear,1,9.04,10.93,5489.53,1.89,Delayed
10879,Kota,Jaipur,312.4,Van,20.9,Medium,Hot,7,7.77,8.2,3815.02,0.43,On Time
10880,Ahmedabad,Jodhpur,242.3,Van,10.9,Low,Hot,2,5.41,5.71,2841.89,0.3,On Time
10881,Udaipur,Udaipur,223.6,Truck,7.4,Low,Rain,1,5.38,5.71,3807.68,0.33,On Time
10882,Kota,Ajmer,145.7,Truck,9.8,Medium,Clear,3,3.93,5.09,2562.63,1.16,Delayed
10883,Ahmedabad,Kota,164.2,Truck,54.5,High,Rain,5,4.72,6.59,3015.28,1.87,Delayed
10884,Ahmedabad,Delhi,95.3,Mini Truck,24.9,Medium,Clear,5,3.02,3.36,1416.44,0.34,On Time
10885,Jaipur,Kota,315.6,Mini Truck,16.6,Medium,Clear,3,7.55,8.04,4416.55,0.49,On Time
10886,Delhi,Kota,330.6,Van,6.2,Low,Clear,6,7.97,8.98,3970.82,1.01,Delayed
10887,Delhi,Bhilwara,338.2,Van,21.5,Medium,Clear,3,7.59,8.74,4010.48,1.15,Delayed
10888,Kota,Ajmer,134.8,Truck,45.5,Medium,Clear,8,4.57,6.0,2560.81,1.43,Delayed
10889,Delhi,Bhilwara,462.2,Van,18.4,Medium,Clear,8,11.07,10.95,5568.28,-0.12,On Time
10890,Udaipur,Ajmer,192.0,Van,22.6,Low,Clear,7,5.26,4.69,2422.66,-0.57,On Time
10891,Delhi,Jodhpur,296.4,Van,8.0,Medium,Clear,2,6.54,7.84,3451.47,1.3,Delayed
10892,Kota,Jodhpur,113.6,Van,16.6,Medium,Rain,8,3.81,4.52,1526.99,0.71,On Time
10893,Delhi,Ajmer,409.2,Van,44.3,High,Cloudy,4,9.25,10.55,4985.92,1.3,Delayed
10894,Udaipur,Jaipur,323.9,Truck,13.2,High,Clear,7,8.79,11.21,5613.47,2.42,Delayed
10895,Jaipur,Udaipur,196.3,Truck,33.4,Medium,Clear,7,5.83,6.1,3568.66,0.27,On Time
10896,Kota,Jaipur,177.9,Van,7.7,Medium,Cloudy,7,4.97,4.95,2228.58,-0.02,On Time
10897,Jaipur,Udaipur,319.8,Truck,20.2,Low,Clear,1,7.62,7.64,5415.09,0.02,On Time
10898,Jaipur,Bhilwara,408.6,Mini Truck,14.0,High,Clear,1,9.26,9.96,5622.61,0.7,On Time
10899,Jaipur,Udaipur,146.2,Van,32.6,Medium,Cloudy,5,3.95,5.31,1876.26,1.36,Delayed
10900,Ahmedabad,Bhilwara,218.3,Mini Truck,37.2,Low,Hot,7,6.11,6.01,3246.01,-0.1,On Time
10901,Ahmedabad,Jodhpur,174.4,Truck,18.6,Medium,Clear,6,5.14,5.35,3189.86,0.21,On Time
10902,Jaipur,Kota,418.7,Truck,19.4,High,Clear,8,11.18,12.69,7258.63,1.51,Delayed
10903,Kota,Jodhpur,165.4,Mini Truck,52.7,Low,Clear,5,4.58,4.4,2451.11,-0.18,On Time
10904,Udaipur,Jodhpur,116.0,Truck,30.5,Medium,Cloudy,2,3.06,3.97,2008.09,0.91,Delayed
10905,Udaipur,Kota,327.3,Van,8.5,Medium,Clear,3,7.36,8.29,3851.95,0.93,Delayed
10906,Delhi,Udaipur,442.1,Mini Truck,13.3,Low,Clear,1,10.0,9.9,6049.1,-0.1,On Time
10907,Kota,Udaipur,317.5,Van,13.7,Low,Clear,7,7.87,7.35,3873.53,-0.52,On Time
10908,Ahmedabad,Bhilwara,392.0,Mini Truck,25.6,High,Hot,2,9.07,11.2,5476.02,2.13,Delayed
10909,Jaipur,Jaipur,593.4,Truck,27.5,High,Cloudy,5,14.7,15.99,10140.01,1.29,Delayed
10910,Delhi,Bhilwara,531.1,Mini Truck,28.6,Low,Cloudy,5,12.7,12.41,7451.16,-0.29,On Time
10911,Udaipur,Jaipur,534.3,Mini Truck,3.8,High,Rain,1,12.05,14.41,7326.58,2.36,Delayed
10912,Ahmedabad,Jodhpur,175.6,Van,35.2,Medium,Clear,5,4.56,4.39,2288.03,-0.17,On Time
10913,Ahmedabad,Kota,329.1,Truck,11.0,Medium,Rain,6,8.73,10.41,5709.19,1.68,Delayed
10914,Jaipur,Jodhpur,250.1,Van,8.1,Medium,Cloudy,5,6.11,7.0,3049.44,0.89,Delayed
10915,Udaipur,Ajmer,247.8,Truck,27.3,High,Clear,4,6.48,8.48,4265.88,2.0,Delayed
10916,Kota,Udaipur,400.6,Van,40.0,Medium,Rain,8,9.79,11.06,4857.94,1.27,Delayed
10917,Ahmedabad,Jaipur,305.1,Mini Truck,31.4,Low,Rain,3,7.32,8.72,4322.73,1.4,Delayed
10918,Jaipur,Bhilwara,222.0,Van,20.5,High,Rain,5,5.52,8.06,2669.08,2.54,Delayed
10919,Kota,Kota,160.2,Truck,24.8,Medium,Clear,8,5.17,5.86,2905.02,0.69,On Time
10920,Udaipur,Jaipur,306.5,Truck,6.8,Low,Hot,8,8.57,9.69,5382.8,1.12,Delayed
10921,Ahmedabad,Bhilwara,211.0,Mini Truck,23.1,Medium,Hot,4,5.41,6.45,3000.99,1.04,Delayed
10922,Kota,Udaipur,399.6,Truck,6.8,Medium,Clear,2,9.65,10.12,6731.26,0.47,On Time
10923,Kota,Jodhpur,393.1,Van,49.3,High,Clear,5,9.09,10.65,4791.99,1.56,Delayed
10924,Kota,Udaipur,283.7,Mini Truck,15.9,Medium,Clear,6,7.38,7.84,4115.24,0.46,On Time
10925,Ahmedabad,Delhi,129.1,Truck,10.9,Low,Hot,2,3.36,3.83,2210.74,0.47,On Time
10926,Ahmedabad,Ajmer,185.1,Truck,7.9,Medium,Cloudy,8,5.74,7.13,3347.48,1.39,Delayed
10927,Delhi,Delhi,546.0,Van,25.9,Medium,Clear,8,12.82,13.52,6511.8,0.7,On Time
10928,Udaipur,Kota,301.1,Van,25.0,Low,Clear,7,7.53,7.57,3687.77,0.04,On Time
10929,Jaipur,Jaipur,441.3,Mini Truck,20.1,Medium,Clear,5,10.71,11.77,6179.57,1.06,Delayed
10930,Kota,Kota,132.4,Truck,26.4,High,Cloudy,1,3.26,5.39,2282.31,2.13,Delayed
10931,Delhi,Jodhpur,600.0,Van,21.5,Low,Clear,4,13.22,13.02,7100.24,-0.2,On Time
10932,Jaipur,Bhilwara,88.1,Mini Truck,13.2,Medium,Hot,4,2.68,3.76,1268.35,1.08,Delayed
10933,Delhi,Udaipur,303.5,Truck,4.9,Low,Cloudy,1,7.24,7.7,5139.39,0.46,On Time
10934,Ahmedabad,Delhi,83.7,Truck,34.2,Low,Rain,3,2.49,3.44,1591.84,0.95,Delayed
10935,Kota,Delhi,399.6,Mini Truck,25.6,Medium,Clear,8,10.32,10.18,5719.71,-0.14,On Time
10936,Jaipur,Jodhpur,146.5,Mini Truck,27.2,Low,Clear,7,4.52,4.96,2236.2,0.44,On Time
10937,Jaipur,Delhi,212.3,Van,28.5,High,Clear,6,5.5,7.24,2707.95,1.74,Delayed
10938,Jaipur,Jodhpur,273.5,Truck,20.7,Low,Clear,4,7.08,7.35,4724.79,0.27,On Time
10939,Jaipur,Kota,344.7,Truck,15.1,Medium,Clear,2,8.38,8.54,5817.83,0.16,On Time
10940,Jaipur,Udaipur,210.3,Truck,34.3,Low,Hot,8,6.33,6.7,3796.09,0.37,On Time
10941,Delhi,Jaipur,257.1,Mini Truck,15.6,High,Clear,6,6.79,8.67,3674.45,1.88,Delayed
10942,Kota,Bhilwara,267.5,Van,17.9,Medium,Clear,4,6.29,6.59,3146.53,0.3,On Time
10943,Ahmedabad,Jaipur,239.3,Truck,12.3,Medium,Clear,7,6.83,7.25,4164.38,0.42,On Time
10944,Ahmedabad,Kota,208.5,Mini Truck,29.1,Low,Clear,3,5.17,5.56,2938.02,0.39,On Time
10945,Ahmedabad,Bhilwara,176.3,Truck,14.5,Medium,Hot,7,5.36,6.06,3122.13,0.7,On Time
